ntasks,global_data_size,parallel_time,serial_time,run_serial
32,10000000,0.210462,0.000000,0
32,10000000,0.210725,0.000000,0
32,10000000,0.210172,0.000000,0
32,10000000,0.210248,0.000000,0
32,10000000,0.209992,0.000000,0
32,10000000,0.210068,0.000000,0
34,10000000,0.201816,2.024003,1
34,10000000,0.203018,0.000000,0
34,10000000,0.203999,0.000000,0
34,10000000,0.203357,0.000000,0
34,10000000,0.202788,0.000000,0
34,10000000,0.202946,0.000000,0
34,10000000,0.203311,0.000000,0
34,10000000,0.203771,0.000000,0
34,10000000,0.202971,0.000000,0
34,10000000,0.203447,0.000000,0
36,10000000,0.196983,2.061761,1
36,10000000,0.197811,0.000000,0
36,10000000,0.198518,0.000000,0
36,10000000,0.198014,0.000000,0
36,10000000,0.197886,0.000000,0
36,10000000,0.197631,0.000000,0
36,10000000,0.198369,0.000000,0
36,10000000,0.198342,0.000000,0
36,10000000,0.198803,0.000000,0
36,10000000,0.200681,0.000000,0
38,10000000,0.193814,2.026294,1
38,10000000,0.193585,0.000000,0
38,10000000,0.194278,0.000000,0
38,10000000,0.193201,0.000000,0
38,10000000,0.194220,0.000000,0
38,10000000,0.193565,0.000000,0
38,10000000,0.194010,0.000000,0
38,10000000,0.194045,0.000000,0
38,10000000,0.194527,0.000000,0
38,10000000,0.193992,0.000000,0
40,10000000,0.188760,2.027616,1
40,10000000,0.188639,0.000000,0
40,10000000,0.189217,0.000000,0
40,10000000,0.190011,0.000000,0
40,10000000,0.189657,0.000000,0
40,10000000,0.189110,0.000000,0
40,10000000,0.189241,0.000000,0
40,10000000,0.189076,0.000000,0
40,10000000,0.190320,0.000000,0
40,10000000,0.189196,0.000000,0
42,10000000,0.185433,2.026468,1
42,10000000,0.185572,0.000000,0
42,10000000,0.186028,0.000000,0
42,10000000,0.185559,0.000000,0
42,10000000,0.185620,0.000000,0
42,10000000,0.185724,0.000000,0
42,10000000,0.185891,0.000000,0
42,10000000,0.185983,0.000000,0
42,10000000,0.186176,0.000000,0
42,10000000,0.185481,0.000000,0
44,10000000,0.238599,2.173654,1
44,10000000,0.181603,0.000000,0
44,10000000,0.181267,0.000000,0
44,10000000,0.180006,0.000000,0
44,10000000,0.181343,0.000000,0
44,10000000,0.181652,0.000000,0
44,10000000,0.180997,0.000000,0
44,10000000,0.237920,0.000000,0
44,10000000,0.180923,0.000000,0
44,10000000,0.239562,0.000000,0
46,10000000,0.237288,2.026778,1
46,10000000,0.180098,0.000000,0
46,10000000,0.237063,0.000000,0
46,10000000,0.237252,0.000000,0
46,10000000,0.237804,0.000000,0
46,10000000,0.237582,0.000000,0
46,10000000,0.234936,0.000000,0
46,10000000,0.237492,0.000000,0
46,10000000,0.237490,0.000000,0
46,10000000,0.237836,0.000000,0
48,10000000,0.242497,2.025352,1
48,10000000,0.235694,0.000000,0
48,10000000,0.178702,0.000000,0
48,10000000,0.235259,0.000000,0
48,10000000,0.178426,0.000000,0
48,10000000,0.233416,0.000000,0
48,10000000,0.178590,0.000000,0
48,10000000,0.235509,0.000000,0
48,10000000,0.235294,0.000000,0
48,10000000,0.234753,0.000000,0
50,10000000,0.174978,2.027218,1
50,10000000,0.233070,0.000000,0
50,10000000,0.232403,0.000000,0
50,10000000,0.231782,0.000000,0
50,10000000,0.234765,0.000000,0
50,10000000,0.174403,0.000000,0
50,10000000,0.174736,0.000000,0
50,10000000,0.174739,0.000000,0
50,10000000,0.232666,0.000000,0
50,10000000,0.231543,0.000000,0
52,10000000,0.233283,2.026623,1
52,10000000,0.232182,0.000000,0
52,10000000,0.234243,0.000000,0
52,10000000,0.231488,0.000000,0
52,10000000,0.233659,0.000000,0
52,10000000,0.233361,0.000000,0
52,10000000,0.229976,0.000000,0
52,10000000,0.231287,0.000000,0
52,10000000,0.174847,0.000000,0
52,10000000,0.175010,0.000000,0
54,10000000,0.230884,2.037535,1
54,10000000,0.230456,0.000000,0
54,10000000,0.230324,0.000000,0
54,10000000,0.230528,0.000000,0
54,10000000,0.227202,0.000000,0
54,10000000,0.171770,0.000000,0
54,10000000,0.231155,0.000000,0
54,10000000,0.172091,0.000000,0
54,10000000,0.171788,0.000000,0
54,10000000,0.230323,0.000000,0
56,10000000,0.227838,2.029938,1
56,10000000,0.229425,0.000000,0
56,10000000,0.169756,0.000000,0
56,10000000,0.229934,0.000000,0
56,10000000,0.230029,0.000000,0
56,10000000,0.169652,0.000000,0
56,10000000,0.227796,0.000000,0
56,10000000,0.229482,0.000000,0
56,10000000,0.170254,0.000000,0
56,10000000,0.228467,0.000000,0
58,10000000,0.227342,2.029705,1
