Type,Algorithm,NP,Size,Avg_Latency,Min_Latency,Max_Latency,Iterations
Broadcast,2,6,512,1.46,1.16,1.94,1000
Broadcast,2,6,1024,1.90,1.48,2.28,1000
Broadcast,2,6,2048,2.45,1.69,2.95,1000
Broadcast,2,6,4096,3.67,2.63,4.32,1000
Broadcast,2,6,8192,5.58,4.21,6.58,1000
Broadcast,2,6,16384,10.71,6.93,15.24,1000
Broadcast,2,6,32768,18.55,13.15,25.34,1000
Broadcast,2,6,65536,35.92,25.19,50.37,1000
Broadcast,2,6,131072,72.96,51.41,103.39,1000
Broadcast,2,6,262144,145.37,103.73,204.50,1000
Broadcast,2,6,524288,289.70,211.81,403.37,1000
Broadcast,2,6,1048576,513.24,354.96,719.28,1000
Broadcast,3,6,1,1.35,0.15,1.94,1000
Broadcast,3,6,2,1.26,0.16,1.87,1000
Broadcast,3,6,4,1.24,0.15,1.87,1000
Broadcast,3,6,8,1.26,0.15,1.90,1000
Broadcast,3,6,16,1.24,0.15,1.85,1000
Broadcast,3,6,32,1.67,0.20,2.69,1000
Broadcast,3,6,64,1.59,0.15,2.56,1000
Broadcast,3,6,128,2.20,0.20,3.72,1000
Broadcast,3,6,256,2.17,0.19,3.66,1000
Broadcast,3,6,512,2.44,0.18,4.24,1000
Broadcast,3,6,1024,2.82,0.18,4.88,1000
Broadcast,3,6,2048,3.65,0.22,6.45,1000
Broadcast,3,6,4096,5.25,0.36,9.18,1000
Broadcast,3,6,8192,8.39,0.66,14.58,1000
Broadcast,3,6,16384,21.12,6.22,30.44,1000
Broadcast,3,6,32768,34.00,10.24,48.32,1000
Broadcast,3,6,65536,57.48,18.03,81.19,1000
Broadcast,3,6,131072,108.83,35.73,152.74,1000
Broadcast,3,6,262144,208.55,69.10,291.94,1000
Broadcast,3,6,524288,396.70,123.03,560.38,1000
Broadcast,3,6,1048576,782.36,253.20,1096.71,1000
Broadcast,5,6,1,0.83,0.25,1.13,1000
Broadcast,5,6,2,0.83,0.24,1.13,1000
Broadcast,5,6,4,0.83,0.25,1.15,1000
Broadcast,5,6,8,0.83,0.25,1.13,1000
Broadcast,5,6,16,0.81,0.24,1.11,1000
Broadcast,5,6,32,1.09,0.26,1.56,1000
Broadcast,5,6,64,1.07,0.27,1.46,1000
Broadcast,5,6,128,1.59,0.47,2.32,1000
Broadcast,5,6,256,1.64,0.49,2.45,1000
Broadcast,5,6,512,1.87,0.59,2.80,1000
Broadcast,5,6,1024,2.24,0.75,3.31,1000
Broadcast,5,6,2048,2.94,0.99,4.39,1000
Broadcast,5,6,4096,4.23,1.63,6.15,1000
Broadcast,5,6,8192,6.61,2.80,9.60,1000
Broadcast,5,6,16384,15.06,9.66,17.80,1000
Broadcast,5,6,32768,24.02,15.39,28.55,1000
Broadcast,5,6,65536,43.10,27.90,50.96,1000
Broadcast,5,6,131072,80.33,49.63,97.79,1000
Broadcast,5,6,262144,151.71,93.17,185.02,1000
Broadcast,5,6,524288,290.11,170.43,358.54,1000
Broadcast,5,6,1048576,518.78,304.69,630.67,1000
Broadcast,1,7,1,0.65,0.63,0.67,1000
Broadcast,1,7,2,0.66,0.64,0.68,1000
Broadcast,1,7,4,0.66,0.63,0.69,1000
Broadcast,1,7,8,0.66,0.64,0.70,1000
Broadcast,1,7,16,0.66,0.64,0.69,1000
Broadcast,1,7,32,0.97,0.69,1.14,1000
Broadcast,1,7,64,1.05,0.69,1.26,1000
Broadcast,1,7,128,1.76,0.82,2.49,1000
Broadcast,1,7,256,1.84,0.86,2.59,1000
Broadcast,1,7,512,2.01,0.89,2.88,1000
Broadcast,1,7,1024,2.61,1.02,3.79,1000
Broadcast,1,7,2048,3.47,1.21,5.14,1000
Broadcast,1,7,4096,5.11,1.63,7.59,1000
Broadcast,1,7,8192,7.87,2.41,11.84,1000
Broadcast,1,7,16384,9.98,5.71,12.56,1000
Broadcast,1,7,32768,18.84,10.69,22.16,1000
Broadcast,1,7,65536,36.69,26.76,40.44,1000
Broadcast,1,7,131072,73.33,63.46,77.76,1000
Broadcast,1,7,262144,130.53,104.39,140.39,1000
Broadcast,1,7,524288,274.88,225.76,291.19,1000
Broadcast,1,7,1048576,510.41,416.04,559.34,1000
Broadcast,2,7,1,0.79,0.48,1.13,1000
Broadcast,2,7,2,0.80,0.47,1.13,1000
Broadcast,2,7,4,0.79,0.48,1.15,1000
Broadcast,2,7,8,0.81,0.48,1.15,1000
Broadcast,2,7,16,0.79,0.48,1.14,1000
Broadcast,2,7,32,1.10,0.71,1.75,1000
Broadcast,2,7,64,1.06,0.68,1.62,1000
Broadcast,2,7,128,1.61,1.11,2.51,1000
Broadcast,2,7,256,1.69,1.17,2.60,1000
Broadcast,2,7,512,1.90,1.28,3.00,1000
Broadcast,2,7,1024,2.36,1.60,3.61,1000
Broadcast,2,7,2048,3.13,1.87,4.77,1000
Broadcast,2,7,4096,4.56,2.76,6.71,1000
Broadcast,2,7,8192,7.14,4.33,10.33,1000
Broadcast,2,7,16384,14.82,8.92,19.05,1000
Broadcast,2,7,32768,26.11,16.01,32.57,1000
Broadcast,2,7,65536,48.71,30.52,59.76,1000
Broadcast,2,7,131072,91.81,58.98,111.00,1000
Broadcast,2,7,262144,182.29,119.08,219.50,1000
Broadcast,2,7,524288,347.19,224.62,418.77,1000
Broadcast,2,7,1048576,600.85,323.08,753.93,1000
Broadcast,3,7,1,1.71,0.27,2.46,1000
Broadcast,3,7,2,1.59,0.19,2.25,1000
Broadcast,3,7,4,1.61,0.20,2.26,1000
Broadcast,3,7,8,1.60,0.19,2.24,1000
Broadcast,3,7,16,1.58,0.19,2.19,1000
Broadcast,3,7,32,2.13,0.19,3.42,1000
Broadcast,3,7,64,2.06,0.20,3.31,1000
Broadcast,3,7,128,2.72,0.23,4.69,1000
Broadcast,3,7,256,2.75,0.23,4.73,1000
Broadcast,3,7,512,3.05,0.23,5.38,1000
Broadcast,3,7,1024,3.53,0.25,6.22,1000
Broadcast,3,7,2048,4.60,0.28,8.39,1000
Broadcast,3,7,4096,6.63,0.43,12.03,1000
Broadcast,3,7,8192,10.47,0.75,19.15,1000
Broadcast,3,7,16384,25.38,6.04,39.21,1000
Broadcast,3,7,32768,41.02,10.32,62.80,1000
Broadcast,3,7,65536,69.44,18.10,106.48,1000
Broadcast,3,7,131072,132.07,36.03,201.61,1000
Broadcast,3,7,262144,253.81,69.57,387.85,1000
Broadcast,3,7,524288,482.84,122.47,745.10,1000
Broadcast,3,7,1048576,961.68,261.47,1475.18,1000
Broadcast,5,7,1,1.02,0.28,1.31,1000
Broadcast,5,7,2,0.96,0.27,1.30,1000
Broadcast,5,7,4,0.98,0.28,1.30,1000
Broadcast,5,7,8,0.96,0.27,1.30,1000
Broadcast,5,7,16,0.97,0.29,1.31,1000
Broadcast,5,7,32,1.29,0.28,1.69,1000
Broadcast,5,7,64,1.23,0.29,1.63,1000
Broadcast,5,7,128,1.92,0.49,2.63,1000
Broadcast,5,7,256,1.93,0.50,2.70,1000
Broadcast,5,7,512,2.16,0.61,2.96,1000
Broadcast,5,7,1024,2.60,0.78,3.54,1000
Broadcast,5,7,2048,3.46,1.03,4.74,1000
Broadcast,5,7,4096,4.85,1.66,6.54,1000
Broadcast,5,7,8192,7.45,2.86,10.10,1000
Broadcast,5,7,16384,14.80,8.23,17.88,1000
